id,event_time,username,role,action,detail
1845,2026-01-12 04:31:09,Anaya861,user,Export CSV,Batch execution
1846,2026-02-09 05:11:13,Ishaan24,user,Export CSV,Automated schedule
1847,2026-03-04 04:26:40,Aarav480,user,Export CSV,Manual trigger
1848,2025-11-16 12:26:07,Ishaan257,user,Generate Face,Automated schedule
1849,2025-11-21 00:31:47,Diya727,user,Logout,Automated schedule
1850,2025-12-04 19:06:31,Aditya179,user,Export CSV,User initiated
1851,2025-11-27 04:23:41,Kabir922,user,Generate Face,From analytics panel
1852,2025-11-15 15:15:42,Kabir525,user,Compare Faces,Automated schedule
1853,2026-02-27 06:22:29,Kiara711,user,Login,Automated schedule
1854,2025-11-22 00:52:32,Vihaan16,user,Password Changed,Automated schedule
1855,2025-12-30 21:23:52,Riya933,user,Generate Face,User initiated
1856,2025-12-23 13:54:57,Kabir308,user,Settings Changed,From analytics panel
1857,2025-12-27 22:59:42,Ishaan207,user,Login,Batch execution
1858,2026-02-17 20:51:53,Riya313,admin,Logout,Automated schedule
1859,2026-03-11 15:59:33,Diya283,user,Export CSV,Manual trigger
1860,2025-12-05 04:04:04,Atharv528,user,Password Changed,Manual trigger
1861,2025-12-27 12:10:56,Kabir793,user,Model Retrain,Batch execution
1862,2026-02-16 14:32:56,Riya933,user,Login,Automated schedule
1863,2026-01-11 03:50:51,Dhruv667,user,Settings Changed,Manual trigger
1864,2026-02-10 18:02:30,Arjun116,user,Export CSV,Batch execution
1865,2026-02-05 15:47:41,Kiara937,user,Generate Face,Automated schedule
1866,2026-02-23 09:36:30,Aadhya505,user,Attendance Marked,Manual trigger
1867,2025-12-07 12:53:32,Kabir525,user,Model Retrain,User initiated
1868,2025-12-09 09:42:52,Aarav171,user,Compare Faces,From desktop client
1869,2025-12-21 23:26:12,Ira249,user,Password Changed,From analytics panel
1870,2026-02-07 18:13:52,Diya60,user,Model Retrain,From analytics panel
1871,2025-12-20 12:35:29,Avni870,admin,Logout,From desktop client
1872,2026-02-06 15:46:36,shishir,admin,Attendance Marked,User initiated
1873,2026-03-06 11:55:00,Arjun421,user,Attendance Marked,From analytics panel
1874,2026-03-01 13:18:47,Sara285,user,Password Changed,User initiated
1875,2025-11-16 01:04:28,Ishaan969,user,Password Changed,Automated schedule
1876,2026-02-28 09:43:05,Aditya45,user,Settings Changed,From desktop client
1877,2026-02-09 13:48:47,Avni545,user,Logout,Manual trigger
1878,2025-12-07 11:48:43,Riya442,user,Generate Face,Manual trigger
1879,2025-11-29 09:31:54,Vihaan317,user,Compare Faces,Batch execution
1880,2026-02-15 21:50:12,Ira967,user,Password Changed,From analytics panel
1881,2026-01-02 21:01:04,Aarav480,user,Settings Changed,User initiated
1882,2025-11-14 06:31:42,Arjun635,user,Attendance Marked,Automated schedule
1883,2025-12-29 11:45:20,Riya340,user,Model Retrain,User initiated
1884,2026-01-12 19:12:35,Avni724,user,Model Retrain,Automated schedule
1885,2025-11-21 01:31:37,Aadhya505,user,Model Retrain,From desktop client
1886,2026-02-21 20:27:28,Myra298,user,Generate Face,From analytics panel
1887,2026-03-10 21:55:59,Arjun421,user,Export CSV,From analytics panel
1888,2026-03-06 08:09:46,Aarav824,user,Export CSV,Manual trigger
1889,2026-01-01 22:54:06,Diya59,user,Export CSV,Automated schedule
1890,2026-01-11 10:23:15,Ira409,user,Logout,Batch execution
1891,2026-03-02 08:28:22,Aditya530,user,Export CSV,From desktop client
1892,2025-12-22 04:38:18,Kiara616,user,Model Retrain,Manual trigger
1893,2026-02-18 23:41:51,Diya59,user,Password Changed,Manual trigger
1894,2025-12-07 16:11:32,Avni545,user,Export CSV,From desktop client
1895,2025-12-22 00:30:10,Ira275,user,Generate Face,User initiated
1896,2026-02-26 19:01:04,Vihaan16,user,Compare Faces,Manual trigger
1897,2026-03-08 04:15:45,Pari465,user,Attendance Marked,Batch execution
1898,2026-03-06 14:21:53,Avni724,user,Login,Automated schedule
1899,2026-02-22 12:23:00,Kiaan774,user,Attendance Marked,Automated schedule
1900,2026-02-24 14:00:45,Kiara397,user,Attendance Marked,From analytics panel
1901,2026-01-14 08:57:59,Dhruv10,user,Generate Face,From desktop client
1902,2026-01-24 00:37:13,Ishaan231,user,Settings Changed,From desktop client
1903,2026-01-06 20:27:30,Atharv528,user,Model Retrain,From analytics panel
1904,2026-01-23 13:18:21,Diya497,user,Compare Faces,From desktop client
1905,2025-11-16 02:16:20,Kabir32,user,Export CSV,User initiated
1906,2026-01-20 19:04:09,Myra89,user,Compare Faces,User initiated
1907,2026-01-25 13:08:52,Kiara950,user,Login,Automated schedule
1908,2025-11-23 16:30:11,shishir1,user,Attendance Marked,Manual trigger
1909,2025-11-17 13:29:04,Arjun635,user,Settings Changed,Batch execution
1910,2025-12-01 06:01:00,shishir1,user,Generate Face,Manual trigger
1911,2026-02-20 20:04:11,Ishaan24,user,Password Changed,Automated schedule
1912,2025-12-27 21:50:46,Kabir61,user,Model Retrain,Batch execution
1913,2026-01-29 12:46:37,Aarav485,user,Attendance Marked,From analytics panel
1914,2026-02-06 20:25:31,Vihaan317,user,Password Changed,From analytics panel
1915,2026-01-02 02:45:11,Avni631,user,Model Retrain,Batch execution
1916,2025-11-28 21:26:18,Diya60,user,Password Changed,Automated schedule
1917,2025-11-15 03:51:27,Anaya293,user,Settings Changed,From analytics panel
1918,2026-02-15 07:51:56,Reyansh444,user,Settings Changed,Batch execution
1919,2026-03-07 17:49:44,Riya442,user,Model Retrain,Batch execution
1920,2026-01-04 07:34:59,Aditya179,user,Attendance Marked,User initiated
1921,2026-02-15 10:04:48,Reyansh444,user,Export CSV,Manual trigger
1922,2025-11-27 15:07:57,Aditya656,user,Generate Face,From analytics panel
1923,2026-02-13 18:25:11,Vihaan738,user,Compare Faces,Batch execution
1924,2026-01-27 14:44:53,Riya313,admin,Export CSV,Automated schedule
1925,2026-01-22 20:13:04,Ishaan257,user,Compare Faces,Batch execution
1926,2026-01-02 12:37:37,Vihaan485,user,Model Retrain,Automated schedule
1927,2026-01-30 14:20:10,Ishaan627,user,Attendance Marked,From analytics panel
1928,2025-12-04 16:44:50,Vihaan888,user,Settings Changed,Automated schedule
1929,2026-01-02 12:13:11,Diya59,user,Export CSV,Manual trigger
1930,2026-02-21 01:38:47,Kabir32,user,Settings Changed,From desktop client
1931,2025-12-14 20:05:34,Atharv900,user,Model Retrain,Automated schedule
1932,2026-03-10 14:32:29,Aadhya505,user,Password Changed,User initiated
1933,2026-01-05 05:19:07,Arjun667,user,Password Changed,Batch execution
1934,2026-01-01 20:45:18,Diya60,user,Compare Faces,Manual trigger
1935,2026-02-01 16:52:24,Ishaan627,user,Settings Changed,From analytics panel
1936,2026-01-23 14:53:32,Kiara714,user,Login,From analytics panel
1937,2025-11-17 19:42:29,Arjun893,user,Settings Changed,User initiated
1938,2026-02-04 11:07:37,Diya637,user,Attendance Marked,From analytics panel
1939,2025-12-23 22:02:59,Anaya339,user,Logout,Manual trigger
1940,2025-12-17 17:52:13,Myra407,user,Generate Face,From desktop client
1941,2026-01-16 19:30:33,Diya497,user,Password Changed,From analytics panel
1942,2026-03-04 09:50:13,Aarav824,user,Attendance Marked,Manual trigger
1943,2026-02-23 14:41:45,Riya340,user,Login,User initiated
1944,2025-12-03 18:21:28,Myra298,user,Logout,From desktop client
1945,2026-02-09 19:17:39,Ishaan627,user,Login,Batch execution
1946,2025-12-24 08:01:55,Arjun893,user,Logout,From desktop client
1947,2026-01-23 05:48:14,Arjun116,user,Generate Face,Manual trigger
1948,2026-01-31 12:30:29,Kiaan117,user,Login,Manual trigger
1949,2026-02-18 04:17:04,Aarav25,user,Compare Faces,From desktop client
1950,2026-02-14 21:27:36,Vihaan16,user,Login,Manual trigger
1951,2026-02-04 01:00:45,Aadhya505,user,Settings Changed,Batch execution
1952,2026-01-17 02:37:26,Riya945,user,Settings Changed,User initiated
1953,2025-12-26 13:00:12,Dhruv10,user,Settings Changed,Batch execution
1954,2026-03-11 23:30:54,Vihaan888,user,Logout,Manual trigger
1955,2025-11-16 21:43:38,Pari586,user,Attendance Marked,From desktop client
1956,2026-02-18 16:39:09,Aarav325,user,Compare Faces,From desktop client
1957,2026-01-20 19:20:11,Aditya656,user,Attendance Marked,Automated schedule
1958,2025-12-01 04:48:12,Diya727,user,Export CSV,User initiated
1959,2026-01-29 22:51:53,Vihaan751,user,Export CSV,From desktop client
1960,2026-03-07 03:48:35,SG SHISHIR,user,Attendance Marked,User initiated
1961,2025-11-16 22:48:45,Diya451,user,Logout,Automated schedule
1962,2026-03-12 03:24:04,Avni845,user,Compare Faces,Automated schedule
1963,2026-01-16 03:54:39,Riya945,user,Generate Face,Manual trigger
1964,2026-03-04 03:21:01,Aditya656,user,Attendance Marked,From analytics panel
1965,2026-01-14 08:09:23,Kabir26,user,Logout,User initiated
1966,2025-12-04 15:21:37,Aditya530,user,Settings Changed,From analytics panel
1967,2026-02-21 07:06:36,Ira249,user,Settings Changed,User initiated
1968,2026-01-27 05:13:51,Vihaan751,user,Compare Faces,Batch execution
1969,2026-02-09 12:39:37,Vihaan113,user,Export CSV,User initiated
1970,2025-12-08 17:52:22,Dhruv830,user,Model Retrain,Automated schedule
1971,2025-11-15 12:24:45,Kiara950,user,Password Changed,Automated schedule
1972,2025-12-11 13:01:56,Kiara397,user,Model Retrain,Batch execution
1973,2026-03-02 11:41:08,Kiara44,user,Settings Changed,From desktop client
1974,2026-02-05 17:04:27,Pari23,user,Attendance Marked,From analytics panel
1975,2025-12-27 05:59:00,Kiara714,user,Attendance Marked,User initiated
1976,2026-03-06 07:46:43,Aarav480,user,Compare Faces,From analytics panel
1977,2026-02-13 15:26:28,Pari586,user,Generate Face,From analytics panel
1978,2026-02-01 21:17:15,Aarav480,user,Export CSV,Manual trigger
1979,2026-01-20 20:49:47,Vihaan113,user,Logout,Manual trigger
1980,2026-01-25 17:07:41,Aarav824,user,Attendance Marked,Manual trigger
1981,2026-02-20 19:30:04,Sara239,user,Settings Changed,User initiated
1982,2025-12-06 13:11:08,Ishaan372,user,Password Changed,Manual trigger
1983,2026-03-07 19:13:15,Aadhya440,user,Settings Changed,User initiated
1984,2025-12-02 14:08:07,Atharv900,user,Compare Faces,Manual trigger
1985,2026-02-26 13:49:40,Atharv96,user,Settings Changed,User initiated
1986,2026-03-11 04:45:21,Aarav824,user,Compare Faces,Batch execution
1987,2026-01-23 03:26:18,Riya969,user,Logout,Automated schedule
1988,2026-02-01 05:06:43,Pari869,user,Login,User initiated
1989,2026-02-13 03:59:43,Aarav875,user,Export CSV,Batch execution
1990,2026-01-01 21:12:20,Ira409,user,Attendance Marked,Manual trigger
1991,2025-12-03 15:38:32,Myra298,user,Generate Face,Batch execution
1992,2025-12-19 06:51:50,Anaya861,user,Model Retrain,Batch execution
1993,2025-12-18 09:26:31,Aarav474,user,Settings Changed,Batch execution
1994,2025-11-16 11:32:40,Aditya340,user,Logout,Batch execution
1995,2025-12-01 14:04:47,Aarav824,user,Generate Face,Batch execution
1996,2025-11-30 11:19:21,Aadhya505,user,Logout,Manual trigger
1997,2026-02-22 17:37:13,Aadhya418,user,Settings Changed,From desktop client
1998,2025-11-30 18:43:31,Aditya246,user,Model Retrain,Automated schedule
1999,2026-03-10 08:48:04,Aadhya440,user,Attendance Marked,Manual trigger
2000,2026-02-20 11:05:48,Aadhya418,user,Export CSV,From analytics panel
2001,2025-11-30 07:40:21,Ira249,user,Login,From analytics panel
2002,2026-01-08 02:01:20,Vihaan485,user,Model Retrain,From desktop client
2003,2026-02-01 10:19:43,Sara239,user,Compare Faces,Automated schedule
2004,2026-03-12 04:58:07,Arjun421,user,Login,From desktop client
2005,2025-12-23 09:44:12,Kabir531,user,Settings Changed,Batch execution
2006,2025-12-17 03:08:15,Aarav480,user,Password Changed,From analytics panel
2007,2026-02-20 19:38:51,Myra89,user,Logout,From desktop client
2008,2026-02-05 09:13:25,Riya969,user,Password Changed,Automated schedule
2009,2026-02-28 06:30:13,Kabir793,user,Model Retrain,Automated schedule
2010,2026-02-14 18:34:30,Avni545,user,Password Changed,Batch execution
2011,2025-11-25 23:45:33,Aarav325,user,Password Changed,User initiated
2012,2026-02-28 02:02:32,Aditya340,user,Login,Manual trigger
2013,2025-12-04 09:41:53,Arjun893,user,Password Changed,Batch execution
2014,2026-01-22 15:50:35,Dhruv10,user,Compare Faces,From analytics panel
2015,2025-12-03 19:35:52,Arjun893,user,Login,From analytics panel
2016,2025-11-13 01:58:28,Riya442,user,Model Retrain,Automated schedule
2017,2025-12-23 16:00:28,Ishaan231,user,Password Changed,From analytics panel
2018,2026-01-05 08:00:24,Kabir308,user,Export CSV,Manual trigger
2019,2025-12-25 11:32:12,Diya497,user,Settings Changed,User initiated
2020,2025-12-25 12:59:11,Kiara616,user,Logout,From analytics panel
2021,2026-02-24 07:04:29,Aadhya440,user,Settings Changed,User initiated
2022,2026-01-30 02:44:17,Dhruv667,user,Login,User initiated
2023,2025-12-19 09:39:11,Aarav474,user,Model Retrain,Automated schedule
2024,2026-02-11 17:26:11,Ishaan627,user,Model Retrain,Batch execution
2025,2026-01-04 04:49:14,Aditya45,user,Logout,User initiated
2026,2025-12-31 21:46:16,SG SHISHIR,user,Export CSV,User initiated
2027,2026-02-09 17:10:26,Avni724,user,Password Changed,User initiated
2028,2026-03-13 02:57:29,Avni545,user,Model Retrain,Automated schedule
2029,2026-02-05 04:16:11,Kabir484,user,Settings Changed,Batch execution
2030,2025-11-14 10:59:35,Vihaan751,user,Attendance Marked,Automated schedule
2031,2025-12-08 13:37:42,Sara285,user,Password Changed,From analytics panel
2032,2026-02-09 08:14:14,Vihaan888,user,Login,Manual trigger
2033,2026-03-07 17:39:20,Kabir308,user,Compare Faces,User initiated
2034,2026-03-11 02:38:09,Kiaan460,user,Export CSV,User initiated
2035,2026-01-14 01:11:38,Diya183,user,Compare Faces,User initiated
2036,2025-12-21 01:52:26,Ishaan207,user,Login,Automated schedule
2037,2026-01-29 05:30:22,Kiara950,user,Settings Changed,User initiated
2038,2026-02-12 18:20:29,Kiara616,user,Password Changed,From analytics panel
2039,2026-02-19 03:20:35,Vihaan317,user,Login,Batch execution
2040,2025-12-11 16:55:00,Diya183,user,Generate Face,From desktop client
2041,2026-01-08 03:23:58,Atharv900,user,Logout,Manual trigger
2042,2026-01-19 06:11:14,Kabir61,user,Login,Automated schedule
2043,2025-11-17 17:56:42,Avni631,user,Compare Faces,User initiated
2044,2026-03-07 23:48:01,Dhruv146,user,Password Changed,Manual trigger
2045,2026-02-28 22:25:56,Aarav480,user,Password Changed,Automated schedule
2046,2025-11-30 16:19:19,Ira967,user,Password Changed,From desktop client
2047,2026-02-15 22:56:53,Diya727,user,Export CSV,From desktop client
2048,2025-12-28 10:52:09,Kabir32,user,Attendance Marked,From desktop client
2049,2025-12-19 21:10:44,Ira275,user,Login,User initiated
2050,2025-12-14 07:49:35,Diya451,user,Model Retrain,Batch execution
2051,2025-11-17 06:54:01,Riya969,user,Password Changed,Automated schedule
2052,2026-01-17 02:15:08,Ira409,user,Generate Face,Batch execution
2053,2026-01-21 14:15:00,Ira409,user,Attendance Marked,User initiated
2054,2026-02-24 14:45:43,Kiara14,user,Export CSV,Batch execution
2055,2026-01-23 23:32:16,Avni579,user,Password Changed,Manual trigger
2056,2025-11-19 18:04:21,Avni300,user,Generate Face,From analytics panel
2057,2026-01-15 05:26:00,Ira275,user,Compare Faces,Automated schedule
2058,2025-12-31 01:42:48,shishir1,user,Compare Faces,Automated schedule
2059,2026-01-08 09:31:21,Aadhya294,user,Export CSV,From analytics panel
2060,2025-12-21 15:53:15,Kabir32,user,Export CSV,User initiated
2061,2026-01-25 07:56:08,Ishaan231,user,Model Retrain,Automated schedule
2062,2025-12-10 13:33:00,Ishaan257,user,Logout,Batch execution
2063,2025-11-22 18:49:05,Kiara714,user,Logout,User initiated
2064,2026-02-03 20:27:55,Aditya179,user,Login,From desktop client
2065,2025-12-30 04:20:23,Riya969,user,Compare Faces,From desktop client
2066,2025-11-15 19:13:11,Kabir26,user,Attendance Marked,From analytics panel
2067,2025-11-12 14:53:09,Aditya246,user,Export CSV,User initiated
2068,2025-11-21 14:36:45,Vihaan113,user,Compare Faces,From desktop client
2069,2026-02-07 16:54:36,Diya451,user,Logout,Automated schedule
2070,2026-01-13 22:42:04,Aarav325,user,Password Changed,From desktop client
2071,2026-02-09 19:46:14,Avni579,user,Login,User initiated
2072,2025-11-19 14:57:26,Aditya530,user,Export CSV,User initiated
2073,2025-11-17 05:03:11,Kabir308,user,Attendance Marked,Automated schedule
2074,2025-11-21 02:53:21,Sara194,user,Login,From desktop client
2075,2025-12-01 02:54:08,Ira967,user,Generate Face,Manual trigger
2076,2025-11-19 02:17:36,Ishaan207,user,Compare Faces,User initiated
2077,2026-01-19 01:03:48,Anaya861,user,Login,From desktop client
2078,2026-01-20 06:29:02,Vihaan751,user,Password Changed,User initiated
2079,2026-01-18 00:51:10,Kabir906,user,Export CSV,From desktop client
2080,2026-02-09 11:57:34,Aadhya294,user,Attendance Marked,User initiated
2081,2025-12-05 12:39:05,Kiaan117,user,Model Retrain,User initiated
2082,2026-01-15 22:47:09,Aarav474,user,Compare Faces,From analytics panel
2083,2026-01-25 15:37:45,Aarav480,user,Attendance Marked,User initiated
2084,2026-03-11 23:27:25,Kiaan117,user,Model Retrain,From analytics panel
2085,2025-12-24 10:59:04,Aditya340,user,Compare Faces,From desktop client
2086,2025-12-04 21:13:08,Aditya656,user,Compare Faces,Manual trigger
2087,2025-11-13 12:03:20,Dhruv830,user,Settings Changed,From analytics panel
2088,2025-12-24 03:04:27,Kiaan774,user,Generate Face,Automated schedule
2089,2026-01-07 13:21:07,Avni300,user,Export CSV,Manual trigger
2090,2025-12-24 07:22:17,Atharv900,user,Logout,From desktop client
2091,2025-11-28 21:13:06,Aditya340,user,Export CSV,Manual trigger
2092,2025-11-15 05:44:34,Diya727,user,Settings Changed,From desktop client
2093,2026-01-19 18:15:07,Aarav325,user,Export CSV,From analytics panel
2094,2026-03-07 04:25:48,Vihaan132,user,Export CSV,Batch execution
2095,2026-01-30 22:12:11,Aarav485,user,Compare Faces,Manual trigger
2096,2026-03-02 08:55:34,Diya637,user,Login,Automated schedule
2097,2025-12-24 00:56:00,Ira409,user,Generate Face,User initiated
2098,2026-02-19 12:09:18,Vihaan431,user,Attendance Marked,User initiated
2099,2025-12-25 16:55:03,Aarav480,user,Compare Faces,Automated schedule
2100,2026-03-02 20:21:14,Ira249,user,Login,User initiated
2101,2026-02-19 20:55:44,Riya941,user,Model Retrain,Batch execution
2102,2026-01-26 15:00:05,Diya317,user,Attendance Marked,User initiated
2103,2026-01-26 12:14:48,Ira967,user,Export CSV,User initiated
2104,2026-02-19 08:52:25,Vihaan751,user,Password Changed,User initiated
